"Town","FIPS","Year","Measure Type","Variable","Value"
"New Britain","0900350440","2014","Number","Estimated Population",73162
"New Britain","0900350440","2015","Number","Estimated Population",73322
"New Britain","0900350440","2016","Number","Estimated Population",72923
"New Britain","0900350440","2017","Number","Estimated Population",72710
"New Canaan","0900150580","2010","Number","Estimated Population",19790
"New Canaan","0900150580","2011","Number","Estimated Population",19997
"New Canaan","0900150580","2012","Number","Estimated Population",20166
"New Canaan","0900150580","2013","Number","Estimated Population",20263
"New Canaan","0900150580","2014","Number","Estimated Population",20336
"New Canaan","0900150580","2015","Number","Estimated Population",20399
"New Canaan","0900150580","2016","Number","Estimated Population",20395
"New Canaan","0900150580","2017","Number","Estimated Population",20376
"New Fairfield","0900150860","2010","Number","Estimated Population",13899
"New Fairfield","0900150860","2011","Number","Estimated Population",14031
"New Fairfield","0900150860","2012","Number","Estimated Population",14118
"New Fairfield","0900150860","2013","Number","Estimated Population",14153
"New Fairfield","0900150860","2014","Number","Estimated Population",14131
"New Fairfield","0900150860","2015","Number","Estimated Population",14100
"New Fairfield","0900150860","2016","Number","Estimated Population",14050
"New Fairfield","0900150860","2017","Number","Estimated Population",14017
"New Hartford","0900551350","2010","Number","Estimated Population",6974
"New Hartford","0900551350","2011","Number","Estimated Population",6953
"New Hartford","0900551350","2012","Number","Estimated Population",6907
"New Hartford","0900551350","2013","Number","Estimated Population",6880
"New Hartford","0900551350","2014","Number","Estimated Population",6826
"New Hartford","0900551350","2015","Number","Estimated Population",6786
"New Hartford","0900551350","2016","Number","Estimated Population",6745
"New Hartford","0900551350","2017","Number","Estimated Population",6718
"New Haven","0900952070","2010","Number","Estimated Population",129853
"New Haven","0900952070","2011","Number","Estimated Population",130982
"New Haven","0900952070","2012","Number","Estimated Population",131247
"New Haven","0900952070","2013","Number","Estimated Population",131181
"New Haven","0900952070","2014","Number","Estimated Population",130797
"New Haven","0900952070","2015","Number","Estimated Population",130616
"New Haven","0900952070","2016","Number","Estimated Population",130768
"New Haven","0900952070","2017","Number","Estimated Population",131014
"Newington","0900352140","2010","Number","Estimated Population",30556
"Newington","0900352140","2011","Number","Estimated Population",30598
"Newington","0900352140","2012","Number","Estimated Population",30620
"Newington","0900352140","2013","Number","Estimated Population",30768
"Newington","0900352140","2014","Number","Estimated Population",30702
"Newington","0900352140","2015","Number","Estimated Population",30608
"Newington","0900352140","2016","Number","Estimated Population",30504
"Newington","0900352140","2017","Number","Estimated Population",30404
"New London","0901152350","2010","Number","Estimated Population",27617
"New London","0901152350","2011","Number","Estimated Population",27640
"New London","0901152350","2012","Number","Estimated Population",27584
"New London","0901152350","2013","Number","Estimated Population",27390
"New London","0901152350","2014","Number","Estimated Population",27244
"New London","0901152350","2015","Number","Estimated Population",27075
"New London","0901152350","2016","Number","Estimated Population",27087
"New London","0901152350","2017","Number","Estimated Population",27072
"New Milford","0900552630","2010","Number","Estimated Population",28123
"New Milford","0900552630","2011","Number","Estimated Population",28049
"New Milford","0900552630","2012","Number","Estimated Population",27841
"New Milford","0900552630","2013","Number","Estimated Population",27753
"New Milford","0900552630","2014","Number","Estimated Population",27530
"New Milford","0900552630","2015","Number","Estimated Population",27347
"New Milford","0900552630","2016","Number","Estimated Population",27175
"New Milford","0900552630","2017","Number","Estimated Population",27099
"Newtown","0900152980","2010","Number","Estimated Population",27620
"Newtown","0900152980","2011","Number","Estimated Population",27866
"Newtown","0900152980","2012","Number","Estimated Population",28115
"Newtown","0900152980","2013","Number","Estimated Population",28160
"Newtown","0900152980","2014","Number","Estimated Population",28018
"Newtown","0900152980","2015","Number","Estimated Population",28004
"Newtown","0900152980","2016","Number","Estimated Population",27969
"Newtown","0900152980","2017","Number","Estimated Population",27965
"Norfolk","0900553470","2010","Number","Estimated Population",1708
"Norfolk","0900553470","2011","Number","Estimated Population",1702
"Norfolk","0900553470","2012","Number","Estimated Population",1688
"Norfolk","0900553470","2013","Number","Estimated Population",1683
"Norfolk","0900553470","2014","Number","Estimated Population",1666
"Norfolk","0900553470","2015","Number","Estimated Population",1656
"Norfolk","0900553470","2016","Number","Estimated Population",1644
"Norfolk","0900553470","2017","Number","Estimated Population",1642
"North Branford","0900953890","2010","Number","Estimated Population",14411
"North Branford","0900953890","2011","Number","Estimated Population",14398
"North Branford","0900953890","2012","Number","Estimated Population",14399
"North Branford","0900953890","2013","Number","Estimated Population",14372
"North Branford","0900953890","2014","Number","Estimated Population",14341
"North Branford","0900953890","2015","Number","Estimated Population",14278
"North Branford","0900953890","2016","Number","Estimated Population",14209
"North Branford","0900953890","2017","Number","Estimated Population",14208
"North Canaan","0900554030","2010","Number","Estimated Population",3432
"North Canaan","0900554030","2011","Number","Estimated Population",3407
"North Canaan","0900554030","2012","Number","Estimated Population",3381
"North Canaan","0900554030","2013","Number","Estimated Population",3378
"North Canaan","0900554030","2014","Number","Estimated Population",3356
"North Canaan","0900554030","2015","Number","Estimated Population",3331
"North Canaan","0900554030","2016","Number","Estimated Population",3301
"North Canaan","0900554030","2017","Number","Estimated Population",3279
"North Haven","0900954870","2010","Number","Estimated Population",24093
"North Haven","0900954870","2011","Number","Estimated Population",24068
"North Haven","0900954870","2012","Number","Estimated Population",23993
"North Haven","0900954870","2013","Number","Estimated Population",23994
"North Haven","0900954870","2014","Number","Estimated Population",23965
"North Haven","0900954870","2015","Number","Estimated Population",23882
"North Haven","0900954870","2016","Number","Estimated Population",23773
"North Haven","0900954870","2017","Number","Estimated Population",23751
"North Stonington","0901155500","2010","Number","Estimated Population",5297
"North Stonington","0901155500","2011","Number","Estimated Population",5286
"North Stonington","0901155500","2012","Number","Estimated Population",5298
"North Stonington","0901155500","2013","Number","Estimated Population",5274
"North Stonington","0901155500","2014","Number","Estimated Population",5259
"North Stonington","0901155500","2015","Number","Estimated Population",5228
"North Stonington","0901155500","2016","Number","Estimated Population",5261
"North Stonington","0901155500","2017","Number","Estimated Population",5270
"Norwalk","0900156060","2010","Number","Estimated Population",86009
"Norwalk","0900156060","2011","Number","Estimated Population",86759
"Norwalk","0900156060","2012","Number","Estimated Population",87386
"Norwalk","0900156060","2013","Number","Estimated Population",88012
"Norwalk","0900156060","2014","Number","Estimated Population",88251
"Norwalk","0900156060","2015","Number","Estimated Population",88550
"Norwalk","0900156060","2016","Number","Estimated Population",88904
"Norwalk","0900156060","2017","Number","Estimated Population",89005
"Norwich","0901156270","2010","Number","Estimated Population",40551
"Norwich","0901156270","2011","Number","Estimated Population",40495
"Norwich","0901156270","2012","Number","Estimated Population",40537
"Norwich","0901156270","2013","Number","Estimated Population",40375
"Norwich","0901156270","2014","Number","Estimated Population",40154
"Norwich","0901156270","2015","Number","Estimated Population",39836
"Norwich","0901156270","2016","Number","Estimated Population",39578
"Norwich","0901156270","2017","Number","Estimated Population",39470
"Old Lyme","0901157040","2010","Number","Estimated Population",7597
"Old Lyme","0901157040","2011","Number","Estimated Population",7578
"Old Lyme","0901157040","2012","Number","Estimated Population",7589
"Old Lyme","0901157040","2013","Number","Estimated Population",7562
"Old Lyme","0901157040","2014","Number","Estimated Population",7536
"Old Lyme","0901157040","2015","Number","Estimated Population",7477
"Old Lyme","0901157040","2016","Number","Estimated Population",7449
"Old Lyme","0901157040","2017","Number","Estimated Population",7432
"Old Saybrook","0900757320","2010","Number","Estimated Population",10235
"Old Saybrook","0900757320","2011","Number","Estimated Population",10257
"Old Saybrook","0900757320","2012","Number","Estimated Population",10232
"Old Saybrook","0900757320","2013","Number","Estimated Population",10226
"Old Saybrook","0900757320","2014","Number","Estimated Population",10206
"Old Saybrook","0900757320","2015","Number","Estimated Population",10132
"Old Saybrook","0900757320","2016","Number","Estimated Population",10104
"Old Saybrook","0900757320","2017","Number","Estimated Population",10132
"Orange","0900957600","2010","Number","Estimated Population",13965
"Orange","0900957600","2011","Number","Estimated Population",13962
"Orange","0900957600","2012","Number","Estimated Population",13968
"Orange","0900957600","2013","Number","Estimated Population",13980
"Orange","0900957600","2014","Number","Estimated Population",13985
"Orange","0900957600","2015","Number","Estimated Population",13976
"Orange","0900957600","2016","Number","Estimated Population",13961
"Orange","0900957600","2017","Number","Estimated Population",13997
"Oxford","0900958300","2010","Number","Estimated Population",12713
"Oxford","0900958300","2011","Number","Estimated Population",12806
"Oxford","0900958300","2012","Number","Estimated Population",12834
"Oxford","0900958300","2013","Number","Estimated Population",12882
"Oxford","0900958300","2014","Number","Estimated Population",12933
"Oxford","0900958300","2015","Number","Estimated Population",13023
"Oxford","0900958300","2016","Number","Estimated Population",12999
"Oxford","0900958300","2017","Number","Estimated Population",13035
"Plainfield","0901559980","2010","Number","Estimated Population",15406
"Plainfield","0901559980","2011","Number","Estimated Population",15357
"Plainfield","0901559980","2012","Number","Estimated Population",15296
"Plainfield","0901559980","2013","Number","Estimated Population",15245
"Plainfield","0901559980","2014","Number","Estimated Population",15153
"Plainfield","0901559980","2015","Number","Estimated Population",15103
"Plainfield","0901559980","2016","Number","Estimated Population",15064
"Plainfield","0901559980","2017","Number","Estimated Population",15093
"Plainville","0900360120","2010","Number","Estimated Population",17731
"Plainville","0900360120","2011","Number","Estimated Population",17791
"Plainville","0900360120","2012","Number","Estimated Population",17853
"Plainville","0900360120","2013","Number","Estimated Population",17863
"Plainville","0900360120","2014","Number","Estimated Population",17830
"Plainville","0900360120","2015","Number","Estimated Population",17820
"Plainville","0900360120","2016","Number","Estimated Population",17759
"Plainville","0900360120","2017","Number","Estimated Population",17705
"Plymouth","0900560750","2010","Number","Estimated Population",12235
"Plymouth","0900560750","2011","Number","Estimated Population",12188
"Plymouth","0900560750","2012","Number","Estimated Population",12109
"Plymouth","0900560750","2013","Number","Estimated Population",12061
"Plymouth","0900560750","2014","Number","Estimated Population",11955
"Plymouth","0900560750","2015","Number","Estimated Population",11875
"Plymouth","0900560750","2016","Number","Estimated Population",11789
"Plymouth","0900560750","2017","Number","Estimated Population",11718
"Pomfret","0901561030","2010","Number","Estimated Population",4251
"Pomfret","0901561030","2011","Number","Estimated Population",4234
"Pomfret","0901561030","2012","Number","Estimated Population",4221
"Pomfret","0901561030","2013","Number","Estimated Population",4205
"Pomfret","0901561030","2014","Number","Estimated Population",4183
"Pomfret","0901561030","2015","Number","Estimated Population",4167
"Pomfret","0901561030","2016","Number","Estimated Population",4150
"Pomfret","0901561030","2017","Number","Estimated Population",4167
"Portland","0900761800","2010","Number","Estimated Population",9499
"Portland","0900761800","2011","Number","Estimated Population",9507
"Portland","0900761800","2012","Number","Estimated Population",9484
"Portland","0900761800","2013","Number","Estimated Population",9461
"Portland","0900761800","2014","Number","Estimated Population",9445
"Portland","0900761800","2015","Number","Estimated Population",9381
"Portland","0900761800","2016","Number","Estimated Population",9370
"Portland","0900761800","2017","Number","Estimated Population",9360
"Preston","0901162150","2010","Number","Estimated Population",4727
"Preston","0901162150","2011","Number","Estimated Population",4728
"Preston","0901162150","2012","Number","Estimated Population",4746
"Preston","0901162150","2013","Number","Estimated Population",4735
"Preston","0901162150","2014","Number","Estimated Population",4724
"Preston","0901162150","2015","Number","Estimated Population",4677
"Preston","0901162150","2016","Number","Estimated Population",4671
"Preston","0901162150","2017","Number","Estimated Population",4666
"Prospect","0900962290","2010","Number","Estimated Population",9447
"Prospect","0900962290","2011","Number","Estimated Population",9547
"Prospect","0900962290","2012","Number","Estimated Population",9661
"Prospect","0900962290","2013","Number","Estimated Population",9705
"Prospect","0900962290","2014","Number","Estimated Population",9727
"Prospect","0900962290","2015","Number","Estimated Population",9737
"Prospect","0900962290","2016","Number","Estimated Population",9759
"Prospect","0900962290","2017","Number","Estimated Population",9797
"Putnam","0901562710","2010","Number","Estimated Population",9581
"Putnam","0901562710","2011","Number","Estimated Population",9567
"Putnam","0901562710","2012","Number","Estimated Population",9521
"Putnam","0901562710","2013","Number","Estimated Population",9483
"Putnam","0901562710","2014","Number","Estimated Population",9425
"Putnam","0901562710","2015","Number","Estimated Population",9390
"Putnam","0901562710","2016","Number","Estimated Population",9325
"Putnam","0901562710","2017","Number","Estimated Population",9357
"Redding","0900163480","2010","Number","Estimated Population",9173
"Redding","0900163480","2011","Number","Estimated Population",9262
"Redding","0900163480","2012","Number","Estimated Population",9317
"Redding","0900163480","2013","Number","Estimated Population",9334
"Redding","0900163480","2014","Number","Estimated Population",9313
"Redding","0900163480","2015","Number","Estimated Population",9304
"Redding","0900163480","2016","Number","Estimated Population",9258
"Redding","0900163480","2017","Number","Estimated Population",9233
"Ridgefield","0900163970","2010","Number","Estimated Population",24682
"Ridgefield","0900163970","2011","Number","Estimated Population",24916
"Ridgefield","0900163970","2012","Number","Estimated Population",25085
"Ridgefield","0900163970","2013","Number","Estimated Population",25205
"Ridgefield","0900163970","2014","Number","Estimated Population",25190
"Ridgefield","0900163970","2015","Number","Estimated Population",25226
"Ridgefield","0900163970","2016","Number","Estimated Population",25156
"Ridgefield","0900163970","2017","Number","Estimated Population",25187
"Rocky Hill","0900365370","2010","Number","Estimated Population",19707
"Rocky Hill","0900365370","2011","Number","Estimated Population",19630
"Rocky Hill","0900365370","2012","Number","Estimated Population",19672
"Rocky Hill","0900365370","2013","Number","Estimated Population",19835
"Rocky Hill","0900365370","2014","Number","Estimated Population",19996
"Rocky Hill","0900365370","2015","Number","Estimated Population",20000
"Rocky Hill","0900365370","2016","Number","Estimated Population",20140
"Rocky Hill","0900365370","2017","Number","Estimated Population",20105
"Roxbury","0900565930","2010","Number","Estimated Population",2257
"Roxbury","0900565930","2011","Number","Estimated Population",2249
"Roxbury","0900565930","2012","Number","Estimated Population",2239
"Roxbury","0900565930","2013","Number","Estimated Population",2227
"Roxbury","0900565930","2014","Number","Estimated Population",2207
"Roxbury","0900565930","2015","Number","Estimated Population",2194
"Roxbury","0900565930","2016","Number","Estimated Population",2181
"Roxbury","0900565930","2017","Number","Estimated Population",2171
"Salem","0901166210","2010","Number","Estimated Population",4153
"Salem","0901166210","2011","Number","Estimated Population",4164
"Salem","0901166210","2012","Number","Estimated Population",4183
"Salem","0901166210","2013","Number","Estimated Population",4172
"Salem","0901166210","2014","Number","Estimated Population",4146
"Salem","0901166210","2015","Number","Estimated Population",4144
"Salem","0901166210","2016","Number","Estimated Population",4139
"Salem","0901166210","2017","Number","Estimated Population",4141
"Salisbury","0900566420","2010","Number","Estimated Population",3738
"Salisbury","0900566420","2011","Number","Estimated Population",3724
"Salisbury","0900566420","2012","Number","Estimated Population",3704
"Salisbury","0900566420","2013","Number","Estimated Population",3702
"Salisbury","0900566420","2014","Number","Estimated Population",3684
"Salisbury","0900566420","2015","Number","Estimated Population",3655
"Salisbury","0900566420","2016","Number","Estimated Population",3642
"Salisbury","0900566420","2017","Number","Estimated Population",3623
"Scotland","0901567400","2010","Number","Estimated Population",1727
"Scotland","0901567400","2011","Number","Estimated Population",1719
"Scotland","0901567400","2012","Number","Estimated Population",1710
"Scotland","0901567400","2013","Number","Estimated Population",1702
"Scotland","0901567400","2014","Number","Estimated Population",1692
"Scotland","0901567400","2015","Number","Estimated Population",1684
"Scotland","0901567400","2016","Number","Estimated Population",1676
"Scotland","0901567400","2017","Number","Estimated Population",1677
"Seymour","0900967610","2010","Number","Estimated Population",16545
"Seymour","0900967610","2011","Number","Estimated Population",16565
"Seymour","0900967610","2012","Number","Estimated Population",16596
"Seymour","0900967610","2013","Number","Estimated Population",16600
"Seymour","0900967610","2014","Number","Estimated Population",16593
"Seymour","0900967610","2015","Number","Estimated Population",16513
"Seymour","0900967610","2016","Number","Estimated Population",16610
"Seymour","0900967610","2017","Number","Estimated Population",16583
"Sharon","0900567960","2010","Number","Estimated Population",2781
"Sharon","0900567960","2011","Number","Estimated Population",2770
"Sharon","0900567960","2012","Number","Estimated Population",2756
"Sharon","0900567960","2013","Number","Estimated Population",2755
"Sharon","0900567960","2014","Number","Estimated Population",2731
"Sharon","0900567960","2015","Number","Estimated Population",2710
"Sharon","0900567960","2016","Number","Estimated Population",2732
"Sharon","0900567960","2017","Number","Estimated Population",2718
"Shelton","0900168170","2010","Number","Estimated Population",39629
"Shelton","0900168170","2011","Number","Estimated Population",40017
"Shelton","0900168170","2012","Number","Estimated Population",40298
"Shelton","0900168170","2013","Number","Estimated Population",41054
"Shelton","0900168170","2014","Number","Estimated Population",41256
"Shelton","0900168170","2015","Number","Estimated Population",41230
"Shelton","0900168170","2016","Number","Estimated Population",41456
"Shelton","0900168170","2017","Number","Estimated Population",41397
"Sherman","0900168310","2010","Number","Estimated Population",3589
"Sherman","0900168310","2011","Number","Estimated Population",3625
"Sherman","0900168310","2012","Number","Estimated Population",3653
"Sherman","0900168310","2013","Number","Estimated Population",3675
"Sherman","0900168310","2014","Number","Estimated Population",3670
"Sherman","0900168310","2015","Number","Estimated Population",3664
"Sherman","0900168310","2016","Number","Estimated Population",3653
"Sherman","0900168310","2017","Number","Estimated Population",3643
"Simsbury","0900368940","2010","Number","Estimated Population",23519
"Simsbury","0900368940","2011","Number","Estimated Population",23573
"Simsbury","0900368940","2012","Number","Estimated Population",23607
"Simsbury","0900368940","2013","Number","Estimated Population",23811
"Simsbury","0900368940","2014","Number","Estimated Population",23995
"Simsbury","0900368940","2015","Number","Estimated Population",24320
"Simsbury","0900368940","2016","Number","Estimated Population",24428
"Simsbury","0900368940","2017","Number","Estimated Population",24952
"Somers","0901369220","2010","Number","Estimated Population",11439
"Somers","0901369220","2011","Number","Estimated Population",11505
"Somers","0901369220","2012","Number","Estimated Population",11464
"Somers","0901369220","2013","Number","Estimated Population",11357
"Somers","0901369220","2014","Number","Estimated Population",11426
"Somers","0901369220","2015","Number","Estimated Population",11445
"Somers","0901369220","2016","Number","Estimated Population",11096
"Somers","0901369220","2017","Number","Estimated Population",11106
"Southbury","0900969640","2010","Number","Estimated Population",19914
"Southbury","0900969640","2011","Number","Estimated Population",19875
"Southbury","0900969640","2012","Number","Estimated Population",19847
"Southbury","0900969640","2013","Number","Estimated Population",19790
"Southbury","0900969640","2014","Number","Estimated Population",19789
"Southbury","0900969640","2015","Number","Estimated Population",19684
"Southbury","0900969640","2016","Number","Estimated Population",19582
"Southbury","0900969640","2017","Number","Estimated Population",19571
"Southington","0900370550","2010","Number","Estimated Population",43190
"Southington","0900370550","2011","Number","Estimated Population",43367
"Southington","0900370550","2012","Number","Estimated Population",43570
"Southington","0900370550","2013","Number","Estimated Population",43745
"Southington","0900370550","2014","Number","Estimated Population",43847
"Southington","0900370550","2015","Number","Estimated Population",43845
"Southington","0900370550","2016","Number","Estimated Population",43798
"Southington","0900370550","2017","Number","Estimated Population",43863
"South Windsor","0900371390","2010","Number","Estimated Population",25721
"South Windsor","0900371390","2011","Number","Estimated Population",25786
"South Windsor","0900371390","2012","Number","Estimated Population",25822
"South Windsor","0900371390","2013","Number","Estimated Population",25847
"South Windsor","0900371390","2014","Number","Estimated Population",25804
"South Windsor","0900371390","2015","Number","Estimated Population",25766
"South Windsor","0900371390","2016","Number","Estimated Population",25693
"South Windsor","0900371390","2017","Number","Estimated Population",25937
"Sprague","0901171670","2010","Number","Estimated Population",2984
"Sprague","0901171670","2011","Number","Estimated Population",2986
"Sprague","0901171670","2012","Number","Estimated Population",2988
"Sprague","0901171670","2013","Number","Estimated Population",2976
"Sprague","0901171670","2014","Number","Estimated Population",2969
"Sprague","0901171670","2015","Number","Estimated Population",2942
"Sprague","0901171670","2016","Number","Estimated Population",2921
"Sprague","0901171670","2017","Number","Estimated Population",2914
"Stafford","0901372090","2010","Number","Estimated Population",12085
"Stafford","0901372090","2011","Number","Estimated Population",12071
"Stafford","0901372090","2012","Number","Estimated Population",12014
"Stafford","0901372090","2013","Number","Estimated Population",11964
"Stafford","0901372090","2014","Number","Estimated Population",11917
"Stafford","0901372090","2015","Number","Estimated Population",11883
"Stafford","0901372090","2016","Number","Estimated Population",11806
"Stafford","0901372090","2017","Number","Estimated Population",11949
"Stamford","0900173070","2010","Number","Estimated Population",122839
"Stamford","0900173070","2011","Number","Estimated Population",124182
"Stamford","0900173070","2012","Number","Estimated Population",125222
"Stamford","0900173070","2013","Number","Estimated Population",126708
"Stamford","0900173070","2014","Number","Estimated Population",128277
"Stamford","0900173070","2015","Number","Estimated Population",128794
"Stamford","0900173070","2016","Number","Estimated Population",129654
"Stamford","0900173070","2017","Number","Estimated Population",130824
"Sterling","0901573420","2010","Number","Estimated Population",3822
"Sterling","0901573420","2011","Number","Estimated Population",3799
"Sterling","0901573420","2012","Number","Estimated Population",3790
"Sterling","0901573420","2013","Number","Estimated Population",3774
"Sterling","0901573420","2014","Number","Estimated Population",3753
"Sterling","0901573420","2015","Number","Estimated Population",3742
"Sterling","0901573420","2016","Number","Estimated Population",3732
"Sterling","0901573420","2017","Number","Estimated Population",3742
"Stonington","0901173770","2010","Number","Estimated Population",18533
"Stonington","0901173770","2011","Number","Estimated Population",18502
"Stonington","0901173770","2012","Number","Estimated Population",18555
"Stonington","0901173770","2013","Number","Estimated Population",18496
"Stonington","0901173770","2014","Number","Estimated Population",18422
"Stonington","0901173770","2015","Number","Estimated Population",18285
"Stonington","0901173770","2016","Number","Estimated Population",18614
"Stonington","0901173770","2017","Number","Estimated Population",18593
"Stratford","0900174190","2010","Number","Estimated Population",51472
"Stratford","0900174190","2011","Number","Estimated Population",51927
"Stratford","0900174190","2012","Number","Estimated Population",52229
"Stratford","0900174190","2013","Number","Estimated Population",52302
"Stratford","0900174190","2014","Number","Estimated Population",52817
"Stratford","0900174190","2015","Number","Estimated Population",52694
"Stratford","0900174190","2016","Number","Estimated Population",52507
"Stratford","0900174190","2017","Number","Estimated Population",52345
"Suffield","0900374540","2010","Number","Estimated Population",15770
"Suffield","0900374540","2011","Number","Estimated Population",15839
"Suffield","0900374540","2012","Number","Estimated Population",15602
"Suffield","0900374540","2013","Number","Estimated Population",15641
"Suffield","0900374540","2014","Number","Estimated Population",15657
"Suffield","0900374540","2015","Number","Estimated Population",15693
"Suffield","0900374540","2016","Number","Estimated Population",15672
"Suffield","0900374540","2017","Number","Estimated Population",15698
"Thomaston","0900575730","2010","Number","Estimated Population",7883
"Thomaston","0900575730","2011","Number","Estimated Population",7855
"Thomaston","0900575730","2012","Number","Estimated Population",7800
"Thomaston","0900575730","2013","Number","Estimated Population",7771
"Thomaston","0900575730","2014","Number","Estimated Population",7709
"Thomaston","0900575730","2015","Number","Estimated Population",7657
"Thomaston","0900575730","2016","Number","Estimated Population",7623
"Thomaston","0900575730","2017","Number","Estimated Population",7602
"Thompson","0901575870","2010","Number","Estimated Population",9459
"Thompson","0901575870","2011","Number","Estimated Population",9431
"Thompson","0901575870","2012","Number","Estimated Population",9395
"Thompson","0901575870","2013","Number","Estimated Population",9369
"Thompson","0901575870","2014","Number","Estimated Population",9308
"Thompson","0901575870","2015","Number","Estimated Population",9289
"Thompson","0901575870","2016","Number","Estimated Population",9266
"Thompson","0901575870","2017","Number","Estimated Population",9288
"Tolland","0901376290","2010","Number","Estimated Population",15053
"Tolland","0901376290","2011","Number","Estimated Population",15043
"Tolland","0901376290","2012","Number","Estimated Population",14980
"Tolland","0901376290","2013","Number","Estimated Population",14924
"Tolland","0901376290","2014","Number","Estimated Population",14867
"Tolland","0901376290","2015","Number","Estimated Population",14860
"Tolland","0901376290","2016","Number","Estimated Population",14761
"Tolland","0901376290","2017","Number","Estimated Population",14722
"Torrington","0900576570","2010","Number","Estimated Population",36352
"Torrington","0900576570","2011","Number","Estimated Population",36153
"Torrington","0900576570","2012","Number","Estimated Population",35824
"Torrington","0900576570","2013","Number","Estimated Population",35647
"Torrington","0900576570","2014","Number","Estimated Population",35355
"Torrington","0900576570","2015","Number","Estimated Population",35070
"Torrington","0900576570","2016","Number","Estimated Population",34774
"Torrington","0900576570","2017","Number","Estimated Population",34538
"Trumbull","0900177200","2010","Number","Estimated Population",36068
"Trumbull","0900177200","2011","Number","Estimated Population",36359
"Trumbull","0900177200","2012","Number","Estimated Population",36570
"Trumbull","0900177200","2013","Number","Estimated Population",36629
"Trumbull","0900177200","2014","Number","Estimated Population",36698
"Trumbull","0900177200","2015","Number","Estimated Population",36545
"Trumbull","0900177200","2016","Number","Estimated Population",36283
"Trumbull","0900177200","2017","Number","Estimated Population",36154
"Union","0901377830","2010","Number","Estimated Population",856
"Union","0901377830","2011","Number","Estimated Population",853
"Union","0901377830","2012","Number","Estimated Population",853
"Union","0901377830","2013","Number","Estimated Population",851
"Union","0901377830","2014","Number","Estimated Population",849
"Union","0901377830","2015","Number","Estimated Population",849
"Union","0901377830","2016","Number","Estimated Population",844
"Union","0901377830","2017","Number","Estimated Population",839
"Vernon","0901378250","2010","Number","Estimated Population",29187
"Vernon","0901378250","2011","Number","Estimated Population",29190
"Vernon","0901378250","2012","Number","Estimated Population",29207
"Vernon","0901378250","2013","Number","Estimated Population",29257
"Vernon","0901378250","2014","Number","Estimated Population",29147
"Vernon","0901378250","2015","Number","Estimated Population",29068
"Vernon","0901378250","2016","Number","Estimated Population",29181
"Vernon","0901378250","2017","Number","Estimated Population",29289
"Voluntown","0901178600","2010","Number","Estimated Population",2603
"Voluntown","0901178600","2011","Number","Estimated Population",2599
"Voluntown","0901178600","2012","Number","Estimated Population",2605
"Voluntown","0901178600","2013","Number","Estimated Population",2595
"Voluntown","0901178600","2014","Number","Estimated Population",2579
"Voluntown","0901178600","2015","Number","Estimated Population",2562
"Voluntown","0901178600","2016","Number","Estimated Population",2556
"Voluntown","0901178600","2017","Number","Estimated Population",2558
"Wallingford","0900978740","2010","Number","Estimated Population",45169
"Wallingford","0900978740","2011","Number","Estimated Population",45205
"Wallingford","0900978740","2012","Number","Estimated Population",45261
"Wallingford","0900978740","2013","Number","Estimated Population",45270
"Wallingford","0900978740","2014","Number","Estimated Population",45193
"Wallingford","0900978740","2015","Number","Estimated Population",44983
"Wallingford","0900978740","2016","Number","Estimated Population",44774
"Wallingford","0900978740","2017","Number","Estimated Population",44741
"Warren","0900579510","2010","Number","Estimated Population",1460
"Warren","0900579510","2011","Number","Estimated Population",1457
"Warren","0900579510","2012","Number","Estimated Population",1448
"Warren","0900579510","2013","Number","Estimated Population",1447
"Warren","0900579510","2014","Number","Estimated Population",1435
"Warren","0900579510","2015","Number","Estimated Population",1426
"Warren","0900579510","2016","Number","Estimated Population",1417
"Warren","0900579510","2017","Number","Estimated Population",1410
"Washington","0900579720","2010","Number","Estimated Population",3577
"Washington","0900579720","2011","Number","Estimated Population",3563
"Washington","0900579720","2012","Number","Estimated Population",3541
"Washington","0900579720","2013","Number","Estimated Population",3529
"Washington","0900579720","2014","Number","Estimated Population",3504
"Washington","0900579720","2015","Number","Estimated Population",3489
"Washington","0900579720","2016","Number","Estimated Population",3470
"Washington","0900579720","2017","Number","Estimated Population",3453
"Waterbury","0900980070","2010","Number","Estimated Population",110403
"Waterbury","0900980070","2011","Number","Estimated Population",110207
"Waterbury","0900980070","2012","Number","Estimated Population",110139
"Waterbury","0900980070","2013","Number","Estimated Population",109980
"Waterbury","0900980070","2014","Number","Estimated Population",109708
"Waterbury","0900980070","2015","Number","Estimated Population",109190
"Waterbury","0900980070","2016","Number","Estimated Population",108750
"Waterbury","0900980070","2017","Number","Estimated Population",108629
"Waterford","0901180280","2010","Number","Estimated Population",19503
"Waterford","0901180280","2011","Number","Estimated Population",19491
"Waterford","0901180280","2012","Number","Estimated Population",19521
"Waterford","0901180280","2013","Number","Estimated Population",19427
"Waterford","0901180280","2014","Number","Estimated Population",19309
"Waterford","0901180280","2015","Number","Estimated Population",19149
"Waterford","0901180280","2016","Number","Estimated Population",19045
"Waterford","0901180280","2017","Number","Estimated Population",19007
"Watertown","0900580490","2010","Number","Estimated Population",22520
"Watertown","0900580490","2011","Number","Estimated Population",22444
"Watertown","0900580490","2012","Number","Estimated Population",22297
"Watertown","0900580490","2013","Number","Estimated Population",22246
"Watertown","0900580490","2014","Number","Estimated Population",22099
